,YearEnd,LocationDesc,Race/Ethnicity,Physical_Percentage,Obesity_Percentage,Soda_Percentage,PanelID,Production_diff,Production_diff_lag_1,Production_diff_lag_2,Production_diff_lag_3
234,2019,New York,Asian,25.9,14.9,6.6,59,-96.0,8.300000000000182,333.89999999999964,-96.5
235,2015,North Carolina,Asian,37.8,3.6,2.9,60,-96.5,-169.0,178.5000000000009,133.79999999999927
236,2017,North Carolina,Asian,22.5,20.4,9.6,60,8.300000000000182,-96.5,-156.80000000000018,-169.0
237,2019,North Carolina,Asian,15.9,9.3,11.1,60,-96.0,8.300000000000182,333.89999999999964,-96.5
238,2017,Pennsylvania,Asian,17.1,14.7,7.1,61,8.300000000000182,-96.5,-156.80000000000018,-169.0
239,2009,Rhode Island,Asian,21.4,13.1,21.4,62,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
240,2011,Rhode Island,Asian,35.8,6.0,18.5,62,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
241,2015,Rhode Island,Asian,22.0,9.9,6.5,62,-96.5,-169.0,178.5000000000009,133.79999999999927
242,2009,Texas,Asian,22.9,14.9,17.3,63,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
243,2011,Texas,Asian,19.3,10.7,10.5,63,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
244,2009,Vermont,Asian,13.8,11.6,17.9,64,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
245,2011,Vermont,Asian,10.9,8.4,17.4,64,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
246,2013,Virginia,Asian,6.2,10.1,7.9,65,-169.0,133.79999999999927,-79.5,-592.3000000000002
247,2015,Virginia,Asian,3.1,11.1,8.0,65,-96.5,-169.0,178.5000000000009,133.79999999999927
248,2017,Virginia,Asian,9.1,8.9,5.4,65,8.300000000000182,-96.5,-156.80000000000018,-169.0
249,2011,Wisconsin,Asian,51.8,18.9,17.2,66,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
250,2013,Wisconsin,Asian,37.5,10.4,6.1,66,-169.0,133.79999999999927,-79.5,-592.3000000000002
251,2015,Guam,Hawaiian/Pacific Islander,10.7,19.7,20.1,67,-96.5,-169.0,178.5000000000009,133.79999999999927
252,2017,Guam,Hawaiian/Pacific Islander,8.4,19.9,23.2,67,8.300000000000182,-96.5,-156.80000000000018,-169.0
253,2019,Guam,Hawaiian/Pacific Islander,12.7,20.9,18.0,67,-96.0,8.300000000000182,333.89999999999964,-96.5
254,2007,Hawaii,Hawaiian/Pacific Islander,5.9,16.4,31.4,68,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
255,2009,Hawaii,Hawaiian/Pacific Islander,14.3,17.4,22.2,68,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
256,2011,Hawaii,Hawaiian/Pacific Islander,6.8,16.1,21.3,68,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
257,2013,Hawaii,Hawaiian/Pacific Islander,10.4,15.7,18.7,68,-169.0,133.79999999999927,-79.5,-592.3000000000002
258,2015,Hawaii,Hawaiian/Pacific Islander,7.5,17.6,16.9,68,-96.5,-169.0,178.5000000000009,133.79999999999927
259,2017,Hawaii,Hawaiian/Pacific Islander,7.9,18.3,14.3,68,8.300000000000182,-96.5,-156.80000000000018,-169.0
260,2019,Hawaii,Hawaiian/Pacific Islander,14.5,17.6,13.7,68,-96.0,8.300000000000182,333.89999999999964,-96.5
261,2013,Maryland,Hawaiian/Pacific Islander,16.0,13.5,23.4,69,-169.0,133.79999999999927,-79.5,-592.3000000000002
262,2015,Maryland,Hawaiian/Pacific Islander,17.2,15.1,17.7,69,-96.5,-169.0,178.5000000000009,133.79999999999927
263,2017,Maryland,Hawaiian/Pacific Islander,8.7,15.7,18.0,69,8.300000000000182,-96.5,-156.80000000000018,-169.0
264,2019,Maryland,Hawaiian/Pacific Islander,16.9,15.3,12.8,69,-96.0,8.300000000000182,333.89999999999964,-96.5
265,2009,National,Hawaiian/Pacific Islander,20.6,12.9,31.4,70,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
266,2011,National,Hawaiian/Pacific Islander,27.8,19.4,23.8,70,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
267,2013,National,Hawaiian/Pacific Islander,41.6,22.8,20.2,70,-169.0,133.79999999999927,-79.5,-592.3000000000002
268,2017,National,Hawaiian/Pacific Islander,23.1,21.5,10.3,70,8.300000000000182,-96.5,-156.80000000000018,-169.0
269,2007,New York,Hawaiian/Pacific Islander,22.8,18.7,23.4,71,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
270,2009,New York,Hawaiian/Pacific Islander,18.2,3.2,5.7,71,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
271,2011,New York,Hawaiian/Pacific Islander,47.3,14.8,20.5,71,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
272,2015,New York,Hawaiian/Pacific Islander,25.1,16.7,16.4,71,-96.5,-169.0,178.5000000000009,133.79999999999927
273,2013,Alabama,Hispanic,26.2,13.8,36.2,72,-169.0,133.79999999999927,-79.5,-592.3000000000002
274,2019,Alabama,Hispanic,23.0,22.7,30.8,72,-96.0,8.300000000000182,333.89999999999964,-96.5
275,2007,Alaska,Hispanic,21.1,15.8,21.4,73,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
276,2009,Alaska,Hispanic,18.9,17.9,17.5,73,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
277,2011,Alaska,Hispanic,17.7,20.6,18.0,73,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
278,2013,Alaska,Hispanic,17.2,13.4,12.3,73,-169.0,133.79999999999927,-79.5,-592.3000000000002
279,2015,Alaska,Hispanic,9.7,21.8,14.1,73,-96.5,-169.0,178.5000000000009,133.79999999999927
280,2017,Alaska,Hispanic,14.1,15.2,13.0,73,8.300000000000182,-96.5,-156.80000000000018,-169.0
281,2019,Alaska,Hispanic,12.1,15.7,18.0,73,-96.0,8.300000000000182,333.89999999999964,-96.5
282,2007,Arizona,Hispanic,27.6,18.8,28.0,74,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
283,2009,Arizona,Hispanic,30.5,16.2,26.5,74,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
284,2011,Arizona,Hispanic,30.7,17.1,24.0,74,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
285,2013,Arizona,Hispanic,23.2,14.2,20.3,74,-169.0,133.79999999999927,-79.5,-592.3000000000002
286,2015,Arizona,Hispanic,23.2,16.8,21.8,74,-96.5,-169.0,178.5000000000009,133.79999999999927
287,2017,Arizona,Hispanic,37.0,19.2,15.1,74,8.300000000000182,-96.5,-156.80000000000018,-169.0
288,2019,Arizona,Hispanic,35.0,20.2,16.1,74,-96.0,8.300000000000182,333.89999999999964,-96.5
289,2007,Arkansas,Hispanic,29.6,12.1,31.7,75,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
290,2009,Arkansas,Hispanic,25.1,19.9,25.2,75,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
291,2011,Arkansas,Hispanic,17.0,21.3,23.8,75,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
292,2013,Arkansas,Hispanic,16.3,28.2,25.3,75,-169.0,133.79999999999927,-79.5,-592.3000000000002
293,2015,Arkansas,Hispanic,24.8,17.3,26.3,75,-96.5,-169.0,178.5000000000009,133.79999999999927
294,2017,Arkansas,Hispanic,22.4,23.1,25.0,75,8.300000000000182,-96.5,-156.80000000000018,-169.0
295,2019,Arkansas,Hispanic,13.8,20.8,20.7,75,-96.0,8.300000000000182,333.89999999999964,-96.5
296,2015,California,Hispanic,36.2,19.9,16.3,76,-96.5,-169.0,178.5000000000009,133.79999999999927
297,2017,California,Hispanic,39.2,17.2,15.1,76,8.300000000000182,-96.5,-156.80000000000018,-169.0
298,2019,California,Hispanic,26.1,20.1,18.6,76,-96.0,8.300000000000182,333.89999999999964,-96.5
299,2009,Colorado,Hispanic,17.2,13.9,29.1,77,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
300,2015,Connecticut,Hispanic,14.7,16.1,13.4,78,-96.5,-169.0,178.5000000000009,133.79999999999927
301,2017,Connecticut,Hispanic,12.7,20.5,13.9,78,8.300000000000182,-96.5,-156.80000000000018,-169.0
302,2007,Delaware,Hispanic,28.9,24.4,33.4,79,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
303,2009,Delaware,Hispanic,25.5,19.4,25.9,79,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
304,2011,Delaware,Hispanic,25.8,19.1,27.3,79,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
305,2013,Delaware,Hispanic,12.1,18.6,20.9,79,-169.0,133.79999999999927,-79.5,-592.3000000000002
306,2015,Delaware,Hispanic,14.0,16.3,22.8,79,-96.5,-169.0,178.5000000000009,133.79999999999927
307,2007,District of Columbia,Hispanic,10.4,19.3,29.6,80,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
308,2011,District of Columbia,Hispanic,12.3,22.4,19.8,80,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
309,2007,Florida,Hispanic,18.5,18.9,27.5,81,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
310,2009,Florida,Hispanic,21.7,14.9,27.8,81,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
311,2011,Florida,Hispanic,21.2,14.3,25.6,81,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
312,2013,Florida,Hispanic,20.3,16.0,20.6,81,-169.0,133.79999999999927,-79.5,-592.3000000000002
313,2015,Florida,Hispanic,19.5,15.9,18.7,81,-96.5,-169.0,178.5000000000009,133.79999999999927
314,2017,Florida,Hispanic,19.4,15.0,16.1,81,8.300000000000182,-96.5,-156.80000000000018,-169.0
315,2019,Florida,Hispanic,17.4,18.6,14.8,81,-96.0,8.300000000000182,333.89999999999964,-96.5
316,2007,Georgia,Hispanic,38.3,22.8,26.3,82,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
317,2009,Georgia,Hispanic,25.2,15.8,20.0,82,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
318,2011,Georgia,Hispanic,23.8,15.2,22.2,82,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
319,2013,Georgia,Hispanic,37.0,20.7,28.4,82,-169.0,133.79999999999927,-79.5,-592.3000000000002
320,2019,Guam,Hispanic,13.9,11.0,18.9,83,-96.0,8.300000000000182,333.89999999999964,-96.5
321,2007,Hawaii,Hispanic,6.6,17.6,18.2,84,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
322,2009,Hawaii,Hispanic,10.0,13.6,20.1,84,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
323,2011,Hawaii,Hispanic,6.5,12.8,18.6,84,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
324,2013,Hawaii,Hispanic,7.9,14.3,15.4,84,-169.0,133.79999999999927,-79.5,-592.3000000000002
325,2015,Hawaii,Hispanic,5.5,17.5,14.0,84,-96.5,-169.0,178.5000000000009,133.79999999999927
326,2017,Hawaii,Hispanic,7.1,18.0,11.1,84,8.300000000000182,-96.5,-156.80000000000018,-169.0
327,2019,Hawaii,Hispanic,6.9,18.0,11.2,84,-96.0,8.300000000000182,333.89999999999964,-96.5
328,2007,Idaho,Hispanic,33.8,14.2,26.9,85,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
329,2009,Idaho,Hispanic,27.7,15.8,21.6,85,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
330,2011,Idaho,Hispanic,26.6,20.1,21.4,85,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
331,2013,Idaho,Hispanic,30.1,16.7,22.1,85,-169.0,133.79999999999927,-79.5,-592.3000000000002
332,2015,Idaho,Hispanic,34.0,20.8,15.3,85,-96.5,-169.0,178.5000000000009,133.79999999999927
333,2017,Idaho,Hispanic,31.4,20.3,12.5,85,8.300000000000182,-96.5,-156.80000000000018,-169.0
334,2019,Idaho,Hispanic,24.7,15.2,13.0,85,-96.0,8.300000000000182,333.89999999999964,-96.5
335,2007,Illinois,Hispanic,44.9,19.5,33.0,86,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
336,2009,Illinois,Hispanic,62.9,20.3,25.9,86,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
337,2011,Illinois,Hispanic,66.3,19.2,22.7,86,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
338,2013,Illinois,Hispanic,59.7,18.8,19.9,86,-169.0,133.79999999999927,-79.5,-592.3000000000002
339,2015,Illinois,Hispanic,55.9,21.9,17.9,86,-96.5,-169.0,178.5000000000009,133.79999999999927
340,2017,Illinois,Hispanic,61.5,19.9,16.0,86,8.300000000000182,-96.5,-156.80000000000018,-169.0
341,2019,Illinois,Hispanic,57.1,20.7,13.4,86,-96.0,8.300000000000182,333.89999999999964,-96.5
342,2007,Indiana,Hispanic,24.5,22.4,34.4,87,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
343,2009,Indiana,Hispanic,30.1,17.9,16.6,87,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
344,2011,Indiana,Hispanic,19.6,16.4,19.6,87,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
345,2015,Indiana,Hispanic,26.2,18.0,14.8,87,-96.5,-169.0,178.5000000000009,133.79999999999927
346,2011,Iowa,Hispanic,32.8,20.1,30.3,88,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
347,2017,Iowa,Hispanic,12.9,18.2,19.6,88,8.300000000000182,-96.5,-156.80000000000018,-169.0
348,2019,Iowa,Hispanic,20.6,15.5,17.6,88,-96.0,8.300000000000182,333.89999999999964,-96.5
349,2007,Kansas,Hispanic,31.0,18.9,31.9,89,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
350,2009,Kansas,Hispanic,25.4,13.9,28.3,89,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
351,2011,Kansas,Hispanic,29.6,17.0,22.4,89,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
352,2013,Kansas,Hispanic,24.8,20.7,18.6,89,-169.0,133.79999999999927,-79.5,-592.3000000000002
353,2017,Kansas,Hispanic,23.9,22.4,13.1,89,8.300000000000182,-96.5,-156.80000000000018,-169.0
354,2019,Kansas,Hispanic,19.0,21.0,16.4,89,-96.0,8.300000000000182,333.89999999999964,-96.5
355,2007,Kentucky,Hispanic,15.1,13.8,37.7,90,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
356,2013,Kentucky,Hispanic,16.0,17.0,19.6,90,-169.0,133.79999999999927,-79.5,-592.3000000000002
357,2015,Kentucky,Hispanic,23.1,11.8,24.1,90,-96.5,-169.0,178.5000000000009,133.79999999999927
358,2017,Kentucky,Hispanic,19.1,19.9,21.1,90,8.300000000000182,-96.5,-156.80000000000018,-169.0
359,2019,Kentucky,Hispanic,18.1,17.2,17.6,90,-96.0,8.300000000000182,333.89999999999964,-96.5
360,2019,Louisiana,Hispanic,20.9,21.7,20.4,91,-96.0,8.300000000000182,333.89999999999964,-96.5
361,2009,Maryland,Hispanic,16.0,16.7,17.7,92,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
362,2011,Maryland,Hispanic,18.9,15.3,20.9,92,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
363,2013,Maryland,Hispanic,17.4,18.7,17.7,92,-169.0,133.79999999999927,-79.5,-592.3000000000002
364,2015,Maryland,Hispanic,16.4,19.5,16.3,92,-96.5,-169.0,178.5000000000009,133.79999999999927
365,2017,Maryland,Hispanic,17.3,18.1,13.3,92,8.300000000000182,-96.5,-156.80000000000018,-169.0
366,2019,Maryland,Hispanic,17.0,20.4,11.6,92,-96.0,8.300000000000182,333.89999999999964,-96.5
367,2007,Massachusetts,Hispanic,17.6,21.2,28.0,93,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
368,2009,Massachusetts,Hispanic,20.1,18.8,23.1,93,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
369,2011,Massachusetts,Hispanic,21.2,15.7,17.2,93,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
370,2013,Massachusetts,Hispanic,15.9,14.6,19.1,93,-169.0,133.79999999999927,-79.5,-592.3000000000002
371,2015,Massachusetts,Hispanic,22.8,19.9,16.9,93,-96.5,-169.0,178.5000000000009,133.79999999999927
372,2017,Massachusetts,Hispanic,17.9,20.0,12.5,93,8.300000000000182,-96.5,-156.80000000000018,-169.0
373,2019,Massachusetts,Hispanic,26.8,16.2,14.2,93,-96.0,8.300000000000182,333.89999999999964,-96.5
374,2007,Michigan,Hispanic,27.6,15.9,27.2,94,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
375,2009,Michigan,Hispanic,31.5,15.6,33.1,94,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
376,2011,Michigan,Hispanic,25.5,16.2,24.0,94,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
377,2013,Michigan,Hispanic,24.5,12.8,20.0,94,-169.0,133.79999999999927,-79.5,-592.3000000000002
378,2015,Michigan,Hispanic,25.6,22.2,18.4,94,-96.5,-169.0,178.5000000000009,133.79999999999927
379,2017,Michigan,Hispanic,22.6,17.5,16.0,94,8.300000000000182,-96.5,-156.80000000000018,-169.0
380,2019,Michigan,Hispanic,25.6,17.9,16.5,94,-96.0,8.300000000000182,333.89999999999964,-96.5
381,2015,Mississippi,Hispanic,28.7,24.8,23.5,95,-96.5,-169.0,178.5000000000009,133.79999999999927
382,2019,Mississippi,Hispanic,15.4,20.5,22.7,95,-96.0,8.300000000000182,333.89999999999964,-96.5
383,2013,Missouri,Hispanic,25.6,15.2,17.6,96,-169.0,133.79999999999927,-79.5,-592.3000000000002
384,2015,Missouri,Hispanic,18.9,20.5,15.0,96,-96.5,-169.0,178.5000000000009,133.79999999999927
385,2019,Missouri,Hispanic,19.3,21.4,19.6,96,-96.0,8.300000000000182,333.89999999999964,-96.5
386,2007,Montana,Hispanic,29.4,16.6,30.4,97,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
387,2009,Montana,Hispanic,30.9,15.6,39.4,97,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
388,2011,Montana,Hispanic,35.2,17.3,22.0,97,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
389,2013,Montana,Hispanic,35.1,14.5,22.9,97,-169.0,133.79999999999927,-79.5,-592.3000000000002
390,2015,Montana,Hispanic,29.8,14.8,25.2,97,-96.5,-169.0,178.5000000000009,133.79999999999927
391,2017,Montana,Hispanic,32.9,12.7,16.2,97,8.300000000000182,-96.5,-156.80000000000018,-169.0
392,2019,Montana,Hispanic,34.3,12.4,15.1,97,-96.0,8.300000000000182,333.89999999999964,-96.5
393,2007,National,Hispanic,36.0,17.8,33.4,98,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
394,2009,National,Hispanic,40.5,19.3,28.1,98,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
395,2011,National,Hispanic,30.0,17.4,27.0,98,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
396,2013,National,Hispanic,37.7,18.3,22.6,98,-169.0,133.79999999999927,-79.5,-592.3000000000002
397,2015,National,Hispanic,37.7,18.4,21.7,98,-96.5,-169.0,178.5000000000009,133.79999999999927
398,2017,National,Hispanic,37.4,19.5,17.0,98,8.300000000000182,-96.5,-156.80000000000018,-169.0
399,2019,National,Hispanic,29.9,19.6,16.1,98,-96.0,8.300000000000182,333.89999999999964,-96.5
400,2011,Nebraska,Hispanic,34.7,17.6,26.4,99,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
401,2013,Nebraska,Hispanic,31.2,16.5,19.0,99,-169.0,133.79999999999927,-79.5,-592.3000000000002
402,2015,Nebraska,Hispanic,26.5,21.5,20.0,99,-96.5,-169.0,178.5000000000009,133.79999999999927
403,2017,Nebraska,Hispanic,25.7,23.1,20.1,99,8.300000000000182,-96.5,-156.80000000000018,-169.0
404,2019,Nebraska,Hispanic,22.3,11.5,15.5,99,-96.0,8.300000000000182,333.89999999999964,-96.5
405,2013,Nevada,Hispanic,25.6,19.1,18.0,100,-169.0,133.79999999999927,-79.5,-592.3000000000002
406,2015,Nevada,Hispanic,33.8,18.7,12.7,100,-96.5,-169.0,178.5000000000009,133.79999999999927
407,2017,Nevada,Hispanic,31.7,16.2,16.1,100,8.300000000000182,-96.5,-156.80000000000018,-169.0
408,2019,Nevada,Hispanic,18.7,17.3,13.5,100,-96.0,8.300000000000182,333.89999999999964,-96.5
409,2011,New Jersey,Hispanic,60.4,17.0,20.6,101,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
410,2013,New Jersey,Hispanic,47.1,17.4,19.4,101,-169.0,133.79999999999927,-79.5,-592.3000000000002
411,2007,New Mexico,Hispanic,32.4,14.4,29.8,102,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
412,2009,New Mexico,Hispanic,26.6,15.8,29.8,102,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
413,2011,New Mexico,Hispanic,27.1,15.1,28.2,102,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
414,2013,New Mexico,Hispanic,23.3,16.5,21.0,102,-169.0,133.79999999999927,-79.5,-592.3000000000002
415,2015,New Mexico,Hispanic,26.3,17.3,20.2,102,-96.5,-169.0,178.5000000000009,133.79999999999927
416,2017,New Mexico,Hispanic,25.7,16.5,20.7,102,8.300000000000182,-96.5,-156.80000000000018,-169.0
417,2019,New Mexico,Hispanic,24.8,16.7,17.6,102,-96.0,8.300000000000182,333.89999999999964,-96.5
418,2007,New York,Hispanic,24.6,16.9,29.2,103,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
419,2009,New York,Hispanic,22.6,18.3,29.8,103,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
420,2011,New York,Hispanic,29.5,18.0,25.6,103,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
421,2013,New York,Hispanic,29.3,16.0,22.7,103,-169.0,133.79999999999927,-79.5,-592.3000000000002
422,2015,New York,Hispanic,22.6,16.4,15.5,103,-96.5,-169.0,178.5000000000009,133.79999999999927
423,2017,New York,Hispanic,25.5,20.3,18.1,103,8.300000000000182,-96.5,-156.80000000000018,-169.0
424,2019,New York,Hispanic,23.8,18.8,11.3,103,-96.0,8.300000000000182,333.89999999999964,-96.5
425,2007,North Carolina,Hispanic,18.9,19.7,30.1,104,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
426,2015,North Carolina,Hispanic,21.4,17.0,17.1,104,-96.5,-169.0,178.5000000000009,133.79999999999927
427,2017,North Carolina,Hispanic,21.0,21.6,20.7,104,8.300000000000182,-96.5,-156.80000000000018,-169.0
428,2019,North Carolina,Hispanic,22.5,20.9,17.4,104,-96.0,8.300000000000182,333.89999999999964,-96.5
429,2015,North Dakota,Hispanic,40.2,22.7,20.2,105,-96.5,-169.0,178.5000000000009,133.79999999999927
430,2019,North Dakota,Hispanic,39.4,20.9,17.8,105,-96.0,8.300000000000182,333.89999999999964,-96.5
431,2007,Ohio,Hispanic,28.8,15.4,29.2,106,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
432,2007,Oklahoma,Hispanic,30.8,14.2,35.8,107,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
433,2009,Oklahoma,Hispanic,31.0,22.3,27.9,107,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
434,2011,Oklahoma,Hispanic,37.9,19.1,29.7,107,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
435,2013,Oklahoma,Hispanic,29.6,12.4,23.6,107,-169.0,133.79999999999927,-79.5,-592.3000000000002
436,2015,Oklahoma,Hispanic,39.6,17.6,25.9,107,-96.5,-169.0,178.5000000000009,133.79999999999927
437,2017,Oklahoma,Hispanic,29.7,23.4,23.4,107,8.300000000000182,-96.5,-156.80000000000018,-169.0
438,2019,Oklahoma,Hispanic,29.6,18.6,17.4,107,-96.0,8.300000000000182,333.89999999999964,-96.5
439,2009,Pennsylvania,Hispanic,17.9,20.0,30.9,108,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
440,2015,Pennsylvania,Hispanic,24.6,18.1,20.3,108,-96.5,-169.0,178.5000000000009,133.79999999999927
441,2017,Pennsylvania,Hispanic,19.7,18.6,19.4,108,8.300000000000182,-96.5,-156.80000000000018,-169.0
442,2019,Pennsylvania,Hispanic,29.1,16.3,14.6,108,-96.0,8.300000000000182,333.89999999999964,-96.5
443,2017,Puerto Rico,Hispanic,0.1,13.5,26.2,109,8.300000000000182,-96.5,-156.80000000000018,-169.0
444,2019,Puerto Rico,Hispanic,28.2,16.2,24.7,109,-96.0,8.300000000000182,333.89999999999964,-96.5
445,2007,Rhode Island,Hispanic,25.0,16.8,30.2,110,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
446,2009,Rhode Island,Hispanic,24.9,21.3,26.4,110,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
447,2011,Rhode Island,Hispanic,37.5,20.7,22.0,110,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
448,2013,Rhode Island,Hispanic,29.0,21.2,20.8,110,-169.0,133.79999999999927,-79.5,-592.3000000000002
449,2015,Rhode Island,Hispanic,20.7,19.6,15.7,110,-96.5,-169.0,178.5000000000009,133.79999999999927
450,2017,Rhode Island,Hispanic,20.4,18.5,10.7,110,8.300000000000182,-96.5,-156.80000000000018,-169.0
451,2015,South Carolina,Hispanic,13.6,18.4,18.1,111,-96.5,-169.0,178.5000000000009,133.79999999999927
452,2017,South Carolina,Hispanic,15.2,22.2,12.0,111,8.300000000000182,-96.5,-156.80000000000018,-169.0
453,2019,South Carolina,Hispanic,14.0,19.7,15.4,111,-96.0,8.300000000000182,333.89999999999964,-96.5
454,2009,South Dakota,Hispanic,20.8,16.7,27.8,112,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
455,2019,South Dakota,Hispanic,17.7,16.2,16.1,112,-96.0,8.300000000000182,333.89999999999964,-96.5
456,2007,Tennessee,Hispanic,35.1,20.2,43.5,113,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
457,2009,Tennessee,Hispanic,25.2,15.6,40.4,113,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
458,2011,Tennessee,Hispanic,21.2,13.1,33.7,113,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
459,2013,Tennessee,Hispanic,15.9,16.5,37.3,113,-169.0,133.79999999999927,-79.5,-592.3000000000002
460,2015,Tennessee,Hispanic,28.4,20.8,19.3,113,-96.5,-169.0,178.5000000000009,133.79999999999927
461,2017,Tennessee,Hispanic,28.6,18.0,23.2,113,8.300000000000182,-96.5,-156.80000000000018,-169.0
462,2019,Tennessee,Hispanic,14.8,19.5,18.8,113,-96.0,8.300000000000182,333.89999999999964,-96.5
463,2007,Texas,Hispanic,34.1,16.5,36.7,114,198.69999999999982,31.5,-278.6999999999998,-83.60000000000036
464,2009,Texas,Hispanic,32.5,17.2,33.9,114,-592.3000000000002,198.69999999999982,150.40000000000055,31.5
465,2011,Texas,Hispanic,34.5,18.4,29.5,114,133.79999999999927,-592.3000000000002,351.3000000000002,198.69999999999982
466,2013,Texas,Hispanic,36.0,17.2,23.7,114,-169.0,133.79999999999927,-79.5,-592.3000000000002
467,2017,Texas,Hispanic,28.2,20.7,18.2,114,8.300000000000182,-96.5,-156.80000000000018,-169.0
468,2019,Texas,Hispanic,32.7,19.4,16.8,114,-96.0,8.300000000000182,333.89999999999964,-96.5
